time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
19,1,Whitefield Main Road,590,25.6,42.5,0,0,Heavy Rain,Medium
15,0,Silk Board Junction,250,33.71,18.97,0,0,Rainy,Low
1,6,Silk Board Junction,122,34.03,23.75,1,0,Heavy Rain,Low
21,1,Brigade Road,723,32.77,0.0,0,0,Cloudy,Low
22,6,MG Road,150,38.5,0.0,1,0,Cloudy,Low
12,2,Electronic City Flyover,185,38.15,0.0,0,0,Cloudy,Low
1,2,Bannerghatta Road,278,37.22,0.0,0,0,Clear,Low
13,4,Electronic City Flyover,275,37.25,0.0,0,0,Clear,Low
19,6,MG Road,282,37.18,0.0,1,0,Cloudy,Low
6,5,MG Road,152,38.48,0.0,1,0,Cloudy,Low
16,1,Sarjapur Road,168,29.76,42.8,0,0,Heavy Rain,Medium
19,2,Whitefield Main Road,465,32.15,16.01,0,0,Rainy,Low
10,3,Sarjapur Road,559,25.39,45.08,0,0,Heavy Rain,Medium
14,3,Sarjapur Road,204,35.55,12.07,0,0,Rainy,Low
17,6,Indiranagar 100ft Road,346,36.54,0.0,1,0,Clear,Low
7,0,MG Road,194,37.02,5.19,0,0,Rainy,Low
17,0,Electronic City Flyover,247,34.07,17.3,1,0,Rainy,Low
21,6,Whitefield Main Road,333,36.67,0.0,1,0,Clear,Low
16,5,MG Road,175,28.47,48.89,1,0,Heavy Rain,Medium
9,3,Bannerghatta Road,297,37.03,0.0,1,0,Cloudy,Low
21,5,Whitefield Main Road,356,36.44,0.0,1,0,Clear,Low
1,0,Electronic City Flyover,105,38.95,0.0,1,0,Cloudy,Low
12,4,Brigade Road,193,34.18,19.47,0,0,Rainy,Low
5,6,Sarjapur Road,156,30.14,41.49,1,0,Heavy Rain,Low
20,1,Bannerghatta Road,716,10.23,38.03,0,1,Heavy Rain,High
9,3,Outer Ring Road,475,25.39,49.3,0,0,Heavy Rain,Medium
7,5,Brigade Road,129,37.08,8.15,1,0,Rainy,Low
5,4,Silk Board Junction,215,31.42,32.15,0,0,Heavy Rain,Low
0,5,Brigade Road,126,38.74,0.0,1,0,Clear,Low
19,3,Electronic City Flyover,648,28.15,26.83,0,0,Heavy Rain,Medium
5,1,Bannerghatta Road,282,35.57,8.07,0,0,Rainy,Low
3,4,MG Road,166,30.54,39.0,0,0,Heavy Rain,Low
21,1,Outer Ring Road,746,30.5,10.22,0,0,Rainy,Low
11,1,Silk Board Junction,463,33.41,9.79,0,0,Rainy,Low
18,4,Outer Ring Road,738,32.62,0.0,0,0,Cloudy,Low
8,0,Sarjapur Road,599,34.01,0.0,0,0,Clear,Low
20,1,Brigade Road,571,34.29,0.0,0,0,Cloudy,Low
13,6,MG Road,116,33.53,26.54,1,0,Heavy Rain,Low
3,6,Indiranagar 100ft Road,96,35.91,15.65,1,0,Rainy,Low
19,4,MG Road,613,31.92,9.77,0,0,Rainy,Low
6,4,Hebbal Flyover,289,37.11,0.0,0,0,Clear,Low
1,6,MG Road,448,18.76,8.82,1,1,Rainy,Medium
0,1,Bannerghatta Road,202,33.1,24.42,0,0,Heavy Rain,Low
16,2,Hebbal Flyover,170,38.3,0.0,0,0,Cloudy,Low
16,4,Indiranagar 100ft Road,185,38.15,0.0,0,0,Cloudy,Low
17,0,Indiranagar 100ft Road,683,26.52,33.24,0,0,Heavy Rain,Medium
15,2,Brigade Road,233,30.83,34.2,0,0,Heavy Rain,Low
1,0,Sarjapur Road,270,37.3,0.0,0,0,Clear,Low
10,1,Silk Board Junction,265,37.35,0.0,1,0,Clear,Low
21,0,MG Road,720,32.8,0.0,0,0,Clear,Low
13,2,Electronic City Flyover,266,33.9,17.21,0,0,Rainy,Low
20,1,Brigade Road,332,35.36,6.6,1,0,Rainy,Low
14,3,Bannerghatta Road,260,37.4,0.0,0,0,Cloudy,Low
3,1,Silk Board Junction,232,34.18,17.5,0,0,Rainy,Low
19,2,Indiranagar 100ft Road,691,24.35,43.68,0,0,Heavy Rain,Medium
16,2,MG Road,240,30.69,34.56,0,0,Heavy Rain,Low
2,0,Brigade Road,278,33.78,17.18,0,0,Rainy,Low
0,3,Outer Ring Road,178,35.23,14.96,0,0,Rainy,Low
16,0,Outer Ring Road,274,32.58,23.41,0,0,Heavy Rain,Low
12,4,Bannerghatta Road,201,37.99,0.0,0,0,Clear,Low
8,0,Silk Board Junction,590,31.54,12.8,0,0,Rainy,Low
2,5,Bannerghatta Road,119,38.81,0.0,1,0,Clear,Low
3,0,Indiranagar 100ft Road,173,38.27,0.0,0,0,Clear,Low
8,1,MG Road,690,18.1,0.0,0,1,Clear,Medium
19,2,Silk Board Junction,711,26.52,31.86,0,0,Heavy Rain,Medium
10,1,Silk Board Junction,447,29.92,28.07,0,0,Heavy Rain,Medium
10,5,Indiranagar 100ft Road,362,34.85,7.67,1,0,Rainy,Low
4,4,Indiranagar 100ft Road,150,36.8,8.5,1,0,Rainy,Low
8,0,Sarjapur Road,409,35.91,0.0,0,0,Cloudy,Low
8,3,Electronic City Flyover,609,26.93,34.88,0,0,Heavy Rain,Medium
14,1,Sarjapur Road,244,37.56,0.0,0,0,Clear,Low
8,0,Brigade Road,504,26.15,44.07,0,0,Heavy Rain,Medium
12,6,Silk Board Junction,127,38.73,0.0,1,0,Clear,Low
5,2,Silk Board Junction,163,38.37,0.0,0,0,Clear,Low
16,1,Indiranagar 100ft Road,169,38.31,0.0,0,0,Cloudy,Low
13,3,MG Road,224,37.76,0.0,0,0,Cloudy,Low
9,0,MG Road,416,35.84,0.0,0,0,Cloudy,Low
16,0,Hebbal Flyover,248,37.52,0.0,0,0,Cloudy,Low
22,3,Silk Board Junction,226,35.72,10.09,0,0,Rainy,Low
14,5,Whitefield Main Road,138,38.62,0.0,1,0,Cloudy,Low
6,0,Silk Board Junction,160,38.4,0.0,0,0,Cloudy,Low
9,3,Brigade Road,527,34.73,0.0,0,0,Cloudy,Low
7,0,Indiranagar 100ft Road,187,38.13,0.0,0,0,Clear,Low
19,2,Whitefield Main Road,497,31.24,18.95,0,0,Rainy,Low
21,4,Indiranagar 100ft Road,532,34.68,0.0,0,0,Clear,Low
10,2,Indiranagar 100ft Road,508,34.92,0.0,0,0,Cloudy,Low
16,1,Sarjapur Road,280,37.2,0.0,0,0,Cloudy,Low
21,2,Hebbal Flyover,540,34.6,0.0,0,0,Clear,Low
12,6,Brigade Road,98,30.05,44.85,1,0,Heavy Rain,Low
0,4,Silk Board Junction,236,37.64,0.0,0,0,Cloudy,Low
9,2,Bannerghatta Road,448,35.52,0.0,0,0,Cloudy,Low
12,4,Indiranagar 100ft Road,196,31.51,32.64,0,0,Heavy Rain,Low
11,2,Bannerghatta Road,462,35.38,0.0,0,0,Cloudy,Low
15,2,Bannerghatta Road,260,29.75,38.25,0,0,Heavy Rain,Medium
10,2,Sarjapur Road,435,35.65,0.0,0,0,Cloudy,Low
19,5,Sarjapur Road,379,34.37,9.2,1,0,Rainy,Low
14,5,Brigade Road,163,32.18,30.93,1,0,Heavy Rain,Low
16,0,Indiranagar 100ft Road,203,28.39,47.91,0,0,Heavy Rain,Medium
18,5,Indiranagar 100ft Road,311,36.89,0.0,1,0,Cloudy,Low
12,0,Whitefield Main Road,199,35.08,14.63,0,0,Rainy,Low
21,1,Sarjapur Road,679,33.21,0.0,0,0,Cloudy,Low
21,2,Electronic City Flyover,720,32.8,0.0,0,0,Clear,Low
3,4,Outer Ring Road,261,31.08,31.54,0,0,Heavy Rain,Low
16,3,Hebbal Flyover,278,37.22,0.0,0,0,Clear,Low
21,1,Hebbal Flyover,522,34.78,0.0,0,0,Clear,Low
23,3,Sarjapur Road,204,37.96,0.0,0,0,Cloudy,Low
2,1,Brigade Road,268,37.32,0.0,0,0,Clear,Low
4,6,Indiranagar 100ft Road,112,38.88,0.0,1,0,Clear,Low
23,3,MG Road,191,36.65,7.18,0,0,Rainy,Low
12,4,Bannerghatta Road,180,34.56,18.2,0,0,Rainy,Low
6,0,Electronic City Flyover,263,37.37,0.0,0,0,Cloudy,Low
10,0,Outer Ring Road,604,28.36,27.99,0,0,Heavy Rain,Medium
7,1,Hebbal Flyover,255,36.05,7.02,0,0,Rainy,Low
17,6,Brigade Road,352,33.03,17.24,1,0,Rainy,Low
12,2,Outer Ring Road,216,37.84,0.0,0,0,Cloudy,Low
17,5,Silk Board Junction,403,28.91,35.28,1,0,Heavy Rain,Medium
14,4,Indiranagar 100ft Road,217,36.18,8.23,0,0,Rainy,Low
15,2,Outer Ring Road,236,29.59,40.27,0,0,Heavy Rain,Medium
10,2,Silk Board Junction,609,24.85,45.31,0,0,Heavy Rain,Medium
0,3,Outer Ring Road,269,34.6,13.55,0,0,Rainy,Low
6,4,Hebbal Flyover,266,34.41,14.64,0,0,Rainy,Low
23,3,Brigade Road,206,36.47,7.33,0,0,Rainy,Low
8,6,Indiranagar 100ft Road,420,35.8,0.0,1,0,Cloudy,Low
22,3,Brigade Road,183,32.74,27.15,0,0,Heavy Rain,Low
16,3,Electronic City Flyover,219,28.2,48.04,0,0,Heavy Rain,Medium
19,1,Silk Board Junction,692,31.66,7.09,0,0,Rainy,Low
0,3,Outer Ring Road,174,35.16,15.49,0,0,Rainy,Low
3,5,Bannerghatta Road,115,38.85,0.0,1,0,Clear,Low
9,6,MG Road,269,37.31,0.0,1,0,Clear,Low
5,5,Sarjapur Road,113,38.87,0.0,1,0,Clear,Low
3,0,Silk Board Junction,279,33.03,20.92,0,0,Heavy Rain,Low
13,4,MG Road,215,37.85,0.0,0,0,Clear,Low
20,4,Brigade Road,731,29.08,18.04,0,0,Rainy,Medium
12,2,Indiranagar 100ft Road,163,36.74,8.15,0,0,Rainy,Low
9,0,Whitefield Main Road,531,34.69,0.0,0,0,Clear,Low
0,2,Bannerghatta Road,282,33.75,17.13,0,0,Rainy,Low
9,2,Silk Board Junction,683,30.39,13.92,0,0,Rainy,Low
4,3,Bannerghatta Road,171,38.29,0.0,0,0,Cloudy,Low
3,0,Outer Ring Road,262,33.49,19.43,0,0,Rainy,Low
6,1,Sarjapur Road,186,38.14,0.0,0,0,Cloudy,Low
0,2,Bannerghatta Road,487,10.8,46.67,0,1,Heavy Rain,High
12,0,Silk Board Junction,187,32.45,28.38,0,0,Heavy Rain,Low
20,3,MG Road,495,27.25,39.01,0,0,Heavy Rain,Medium
13,1,Bannerghatta Road,271,34.38,14.54,0,0,Rainy,Low
16,0,Brigade Road,411,20.89,0.0,0,1,Cloudy,Medium
15,1,Indiranagar 100ft Road,255,36.27,5.9,0,0,Rainy,Low
9,2,Hebbal Flyover,530,34.7,0.0,0,0,Clear,Low
12,2,Hebbal Flyover,266,37.34,0.0,0,0,Clear,Low
23,0,Outer Ring Road,244,36.52,5.18,0,0,Rainy,Low
2,3,Whitefield Main Road,191,32.49,28.0,0,0,Heavy Rain,Low
18,2,Electronic City Flyover,831,16.69,0.0,0,1,Cloudy,Medium
12,6,MG Road,136,32.58,30.29,1,0,Heavy Rain,Low
1,3,Electronic City Flyover,204,35.92,10.2,0,0,Rainy,Low
21,4,Whitefield Main Road,512,34.88,0.0,0,0,Cloudy,Low
16,2,MG Road,249,37.51,0.0,0,0,Cloudy,Low
17,4,Hebbal Flyover,539,34.61,0.0,0,0,Clear,Low
5,4,Silk Board Junction,178,33.29,24.67,0,0,Heavy Rain,Low
16,2,Indiranagar 100ft Road,264,37.36,0.0,0,0,Clear,Low
3,3,Sarjapur Road,427,20.73,0.0,0,1,Cloudy,Medium
11,6,Whitefield Main Road,447,27.85,38.39,1,0,Heavy Rain,Medium
9,2,Sarjapur Road,723,27.35,27.1,0,0,Heavy Rain,Medium
3,4,Indiranagar 100ft Road,547,15.15,21.92,0,1,Heavy Rain,Medium
5,6,Brigade Road,139,38.61,0.0,1,0,Clear,Low
3,5,MG Road,151,36.91,7.88,1,0,Rainy,Low
0,6,Whitefield Main Road,164,28.49,49.37,1,0,Heavy Rain,Medium
5,1,Brigade Road,294,31.83,26.15,0,0,Heavy Rain,Low
16,0,Silk Board Junction,163,36.66,8.53,0,0,Rainy,Low
11,5,Brigade Road,316,26.89,49.76,1,0,Heavy Rain,Medium
13,3,MG Road,203,34.76,16.06,0,0,Rainy,Low
14,3,Bannerghatta Road,186,30.37,38.86,0,0,Heavy Rain,Low
6,2,Brigade Road,126,38.74,0.0,1,0,Clear,Low
11,5,Brigade Road,243,37.57,0.0,1,0,Clear,Low
9,2,Electronic City Flyover,550,31.97,12.67,0,0,Rainy,Low
2,4,Outer Ring Road,281,29.99,36.01,0,0,Heavy Rain,Medium
18,2,Indiranagar 100ft Road,658,27.43,29.95,0,0,Heavy Rain,Medium
6,2,Sarjapur Road,160,30.57,39.16,0,0,Heavy Rain,Low
17,2,MG Road,688,33.12,0.0,0,0,Cloudy,Low
15,0,Sarjapur Road,283,37.17,0.0,0,0,Cloudy,Low
14,1,Sarjapur Road,171,38.29,0.0,1,0,Cloudy,Low
14,4,Whitefield Main Road,173,29.6,43.37,0,0,Heavy Rain,Medium
13,6,Outer Ring Road,141,38.59,0.0,1,0,Clear,Low
11,5,Electronic City Flyover,347,34.06,12.35,1,0,Rainy,Low
9,2,Outer Ring Road,385,36.15,0.0,1,0,Clear,Low
10,6,Electronic City Flyover,297,33.54,17.46,1,0,Rainy,Low
17,3,Whitefield Main Road,682,33.18,0.0,0,0,Clear,Low
9,6,Outer Ring Road,282,37.18,0.0,1,0,Cloudy,Low
1,3,MG Road,287,37.13,0.0,0,0,Clear,Low
14,2,Sarjapur Road,181,36.35,9.22,0,0,Rainy,Low
18,1,Bannerghatta Road,468,27.13,40.97,0,0,Heavy Rain,Medium
18,0,Sarjapur Road,648,26.67,34.24,0,0,Heavy Rain,Medium
22,3,Brigade Road,248,37.52,0.0,0,0,Cloudy,Low
19,3,Outer Ring Road,707,32.93,0.0,0,0,Clear,Low
17,2,Whitefield Main Road,482,35.18,0.0,0,0,Clear,Low
13,2,Hebbal Flyover,160,38.4,0.0,0,0,Cloudy,Low
1,2,Electronic City Flyover,182,30.0,40.92,0,0,Heavy Rain,Medium
14,3,Silk Board Junction,286,34.13,15.05,0,0,Rainy,Low
13,1,Indiranagar 100ft Road,265,30.37,34.91,0,0,Heavy Rain,Low
9,0,Outer Ring Road,502,32.71,11.37,0,0,Rainy,Low
13,4,Whitefield Main Road,243,37.57,0.0,0,0,Clear,Low
21,4,Electronic City Flyover,636,26.07,37.83,0,0,Heavy Rain,Medium
8,3,Outer Ring Road,657,24.97,42.31,0,0,Heavy Rain,Medium
14,0,Hebbal Flyover,225,28.05,48.52,0,0,Heavy Rain,Medium
12,3,Whitefield Main Road,258,37.42,0.0,0,0,Clear,Low
14,1,Brigade Road,289,37.11,0.0,0,0,Clear,Low
21,2,MG Road,719,32.81,0.0,0,0,Cloudy,Low
21,3,Indiranagar 100ft Road,612,32.52,6.81,0,0,Rainy,Low
2,4,Whitefield Main Road,278,37.22,0.0,0,0,Cloudy,Low
12,6,Electronic City Flyover,145,38.55,0.0,1,0,Clear,Low
6,5,Outer Ring Road,115,38.85,0.0,1,0,Cloudy,Low
15,4,Sarjapur Road,167,38.33,0.0,0,0,Clear,Low
22,4,Whitefield Main Road,264,30.21,35.74,0,0,Heavy Rain,Low
1,5,Hebbal Flyover,300,14.31,38.46,1,1,Heavy Rain,High
11,3,Outer Ring Road,409,32.07,19.22,1,0,Rainy,Low
9,5,Whitefield Main Road,382,36.18,0.0,1,0,Clear,Low
12,3,Indiranagar 100ft Road,246,37.54,0.0,0,0,Clear,Low
16,0,Electronic City Flyover,202,34.51,17.35,0,0,Rainy,Low
5,2,Electronic City Flyover,130,38.7,0.0,1,0,Clear,Low
4,2,Indiranagar 100ft Road,287,35.93,6.0,0,0,Rainy,Low
2,5,Outer Ring Road,140,37.46,5.7,1,0,Rainy,Low
10,2,Sarjapur Road,497,32.25,13.88,0,0,Rainy,Low
7,2,Outer Ring Road,169,31.98,31.65,0,0,Heavy Rain,Low
18,5,MG Road,252,30.14,36.69,1,0,Heavy Rain,Low
23,4,Whitefield Main Road,211,37.89,0.0,0,0,Clear,Low
13,4,Brigade Road,207,37.93,0.0,0,0,Cloudy,Low
6,0,Hebbal Flyover,166,31.76,32.88,0,0,Heavy Rain,Low
8,3,Whitefield Main Road,664,33.36,0.0,0,0,Cloudy,Low
9,0,Silk Board Junction,421,27.52,41.36,0,0,Heavy Rain,Medium
13,2,Sarjapur Road,228,30.54,35.91,0,0,Heavy Rain,Low
8,5,Brigade Road,410,35.9,0.0,1,0,Cloudy,Low
5,1,MG Road,279,37.21,0.0,0,0,Clear,Low
0,4,Hebbal Flyover,231,35.65,10.22,0,0,Rainy,Low
5,0,Hebbal Flyover,272,32.01,26.34,0,0,Heavy Rain,Low
10,6,Whitefield Main Road,384,30.22,29.68,1,0,Heavy Rain,Low
9,1,Hebbal Flyover,896,8.41,38.13,0,1,Heavy Rain,High
6,3,Sarjapur Road,235,37.65,0.0,0,0,Clear,Low
7,4,Silk Board Junction,191,37.02,5.34,0,0,Rainy,Low
0,4,Electronic City Flyover,273,37.27,0.0,0,0,Clear,Low
10,2,Outer Ring Road,587,34.13,0.0,0,0,Clear,Low
9,3,Indiranagar 100ft Road,579,30.33,19.4,0,0,Rainy,Low
3,2,Indiranagar 100ft Road,226,35.57,10.83,0,0,Rainy,Low
21,0,Sarjapur Road,590,32.29,9.03,0,0,Rainy,Low
9,2,Sarjapur Road,567,34.33,0.0,0,0,Clear,Low
2,6,MG Road,175,38.25,0.0,1,0,Clear,Low
2,2,Brigade Road,209,36.52,6.95,0,0,Rainy,Low
4,4,MG Road,276,35.75,7.45,0,0,Rainy,Low
5,2,Hebbal Flyover,195,38.05,0.0,0,0,Clear,Low
4,5,Hebbal Flyover,177,38.23,0.0,1,0,Cloudy,Low
2,5,MG Road,151,38.49,0.0,1,0,Clear,Low
4,1,Bannerghatta Road,142,29.49,45.43,1,0,Heavy Rain,Medium
8,2,Whitefield Main Road,851,12.75,18.72,0,1,Rainy,High
8,5,Bannerghatta Road,420,30.51,26.47,1,0,Heavy Rain,Low
1,4,Hebbal Flyover,274,37.26,0.0,0,0,Clear,Low
19,0,Hebbal Flyover,846,15.39,5.73,0,1,Rainy,Medium
20,3,Electronic City Flyover,608,30.2,18.62,0,0,Rainy,Low
1,2,Sarjapur Road,166,36.36,9.89,0,0,Rainy,Low
23,6,Hebbal Flyover,158,38.42,0.0,1,0,Cloudy,Low
13,3,MG Road,200,32.0,29.99,0,0,Heavy Rain,Low
22,1,MG Road,295,37.05,0.0,0,0,Clear,Low
3,3,Electronic City Flyover,237,37.63,0.0,0,0,Clear,Low
15,6,Bannerghatta Road,175,30.73,37.61,1,0,Heavy Rain,Low
10,1,Brigade Road,690,33.1,0.0,0,0,Cloudy,Low
23,2,Whitefield Main Road,234,35.5,10.8,0,0,Rainy,Low
6,5,Indiranagar 100ft Road,298,12.82,46.0,1,1,Heavy Rain,High
17,5,Sarjapur Road,484,10.87,46.45,1,1,Heavy Rain,High
21,0,Indiranagar 100ft Road,506,34.94,0.0,0,0,Cloudy,Low
13,4,Silk Board Junction,193,38.07,0.0,0,0,Clear,Low
19,0,Brigade Road,353,35.47,5.02,1,0,Rainy,Low
3,1,Sarjapur Road,239,37.61,0.0,0,0,Clear,Low
1,6,MG Road,179,36.55,8.32,1,0,Rainy,Low
21,2,Bannerghatta Road,631,29.41,21.42,0,0,Heavy Rain,Medium
5,6,Outer Ring Road,170,35.75,12.76,1,0,Rainy,Low
10,2,Hebbal Flyover,603,32.38,7.94,0,0,Rainy,Low
5,3,Indiranagar 100ft Road,209,36.39,7.61,0,0,Rainy,Low
6,1,MG Road,229,37.71,0.0,0,0,Clear,Low
2,0,MG Road,211,34.69,16.0,0,0,Rainy,Low
8,0,Indiranagar 100ft Road,672,27.31,29.83,0,0,Heavy Rain,Medium
12,2,Whitefield Main Road,162,38.38,0.0,0,0,Clear,Low
2,4,Electronic City Flyover,171,35.7,12.94,0,0,Rainy,Low
11,3,Brigade Road,444,35.56,0.0,0,0,Cloudy,Low
13,5,Sarjapur Road,114,35.37,17.45,1,0,Rainy,Low
10,4,Indiranagar 100ft Road,465,35.35,0.0,0,0,Cloudy,Low
7,0,Brigade Road,260,35.92,7.41,0,0,Rainy,Low
23,0,Electronic City Flyover,177,37.11,5.59,0,0,Rainy,Low
7,5,Indiranagar 100ft Road,144,36.66,9.52,1,0,Rainy,Low
0,4,Whitefield Main Road,251,37.49,0.0,0,0,Cloudy,Low
11,3,Sarjapur Road,722,25.27,37.54,0,0,Heavy Rain,Medium
4,3,Sarjapur Road,289,37.11,0.0,0,0,Cloudy,Low
4,1,Silk Board Junction,187,38.13,0.0,0,0,Cloudy,Low
13,2,Outer Ring Road,259,30.82,32.96,0,0,Heavy Rain,Low
18,3,Hebbal Flyover,738,32.62,0.0,0,0,Cloudy,Low
21,2,Electronic City Flyover,691,28.91,20.91,0,0,Heavy Rain,Medium
21,6,Silk Board Junction,309,36.91,0.0,1,0,Cloudy,Low
8,6,Indiranagar 100ft Road,400,36.0,0.0,1,0,Cloudy,Low
9,4,Bannerghatta Road,522,31.31,17.36,0,0,Rainy,Low
13,2,Hebbal Flyover,254,37.46,0.0,0,0,Clear,Low
7,2,Sarjapur Road,200,38.0,0.0,0,0,Clear,Low
10,5,Indiranagar 100ft Road,265,34.41,14.72,1,0,Rainy,Low
21,3,Indiranagar 100ft Road,539,31.32,16.45,0,0,Rainy,Low
11,4,Bannerghatta Road,685,31.8,6.76,0,0,Rainy,Low
19,5,Electronic City Flyover,367,33.89,12.19,1,0,Rainy,Low
16,6,Indiranagar 100ft Road,134,38.66,0.0,1,0,Cloudy,Low
21,4,Bannerghatta Road,678,33.22,0.0,0,0,Clear,Low
16,6,MG Road,97,39.03,0.0,1,0,Cloudy,Low
23,3,Indiranagar 100ft Road,268,34.88,12.18,0,0,Rainy,Low
19,0,Electronic City Flyover,543,24.72,49.26,0,0,Heavy Rain,Medium
19,3,MG Road,440,35.6,0.0,0,0,Cloudy,Low
11,0,Sarjapur Road,520,26.1,43.51,0,0,Heavy Rain,Medium
2,6,Sarjapur Road,128,38.72,0.0,1,0,Cloudy,Low
0,2,Bannerghatta Road,197,32.71,26.58,0,0,Heavy Rain,Low
18,4,Sarjapur Road,537,34.63,0.0,0,0,Cloudy,Low
4,2,Outer Ring Road,229,34.56,15.76,0,0,Rainy,Low
2,3,Brigade Road,280,36.07,5.63,0,0,Rainy,Low
23,0,Silk Board Junction,236,36.35,6.44,0,0,Rainy,Low
13,2,Electronic City Flyover,254,30.19,36.34,0,0,Heavy Rain,Low
3,6,Hebbal Flyover,164,38.36,0.0,1,0,Clear,Low
7,0,Silk Board Junction,198,38.02,0.0,0,0,Cloudy,Low
6,3,MG Road,292,37.08,0.0,0,0,Cloudy,Low
6,4,Indiranagar 100ft Road,141,37.59,5.0,1,0,Rainy,Low
12,4,Whitefield Main Road,169,34.72,17.94,0,0,Rainy,Low
10,0,Electronic City Flyover,705,23.28,48.33,0,0,Heavy Rain,Medium
9,4,Brigade Road,545,30.98,17.87,0,0,Rainy,Low
21,6,Brigade Road,354,36.46,0.0,1,0,Cloudy,Low
20,5,Bannerghatta Road,364,36.36,0.0,1,0,Cloudy,Low
3,4,Electronic City Flyover,189,38.11,0.0,0,0,Clear,Low
18,2,Bannerghatta Road,649,33.51,0.0,0,0,Cloudy,Low
11,0,Electronic City Flyover,544,34.56,0.0,0,0,Clear,Low
22,6,Hebbal Flyover,122,37.45,6.64,1,0,Rainy,Low
1,3,Outer Ring Road,267,37.33,0.0,0,0,Cloudy,Low
18,2,MG Road,374,33.44,14.11,1,0,Rainy,Low
17,3,Indiranagar 100ft Road,704,28.96,20.02,0,0,Heavy Rain,Medium
21,5,Outer Ring Road,388,36.12,0.0,1,0,Cloudy,Low
5,6,MG Road,126,38.74,0.0,1,0,Clear,Low
14,6,Indiranagar 100ft Road,118,30.81,40.06,1,0,Heavy Rain,Low
6,0,Brigade Road,230,33.91,18.97,0,0,Rainy,Low
13,4,Silk Board Junction,280,37.2,0.0,0,0,Clear,Low
8,4,MG Road,583,34.17,0.0,0,0,Clear,Low
17,1,Electronic City Flyover,559,27.39,35.09,0,0,Heavy Rain,Medium
15,6,Outer Ring Road,138,38.62,0.0,1,0,Clear,Low
23,6,Brigade Road,103,37.66,6.55,1,0,Rainy,Low
21,1,Hebbal Flyover,540,28.14,32.32,0,0,Heavy Rain,Medium
21,3,Brigade Road,545,34.55,0.0,0,0,Clear,Low
1,6,Bannerghatta Road,125,34.05,23.52,1,0,Heavy Rain,Low
23,1,Hebbal Flyover,232,36.17,7.57,0,0,Rainy,Low
18,4,Electronic City Flyover,493,35.07,0.0,0,0,Cloudy,Low
20,3,Hebbal Flyover,609,26.13,38.89,0,0,Heavy Rain,Medium
6,6,Electronic City Flyover,125,38.75,0.0,1,0,Cloudy,Low
18,6,Hebbal Flyover,390,34.0,10.51,1,0,Rainy,Low
22,5,Hebbal Flyover,115,34.3,22.74,1,0,Heavy Rain,Low
9,3,Outer Ring Road,412,32.27,18.03,1,0,Rainy,Low
18,5,Outer Ring Road,401,35.99,0.0,1,0,Clear,Low
2,3,Hebbal Flyover,264,30.96,31.98,0,0,Heavy Rain,Low
16,4,Brigade Road,194,31.98,30.38,0,0,Heavy Rain,Low
8,4,Silk Board Junction,538,34.62,0.0,0,0,Cloudy,Low
5,4,MG Road,234,33.76,19.48,0,0,Rainy,Low
2,3,Silk Board Junction,170,35.52,13.88,1,0,Rainy,Low
6,4,Whitefield Main Road,190,38.1,0.0,0,0,Cloudy,Low
16,6,Indiranagar 100ft Road,164,32.47,29.43,1,0,Heavy Rain,Low
22,6,Sarjapur Road,155,28.81,48.19,1,0,Heavy Rain,Medium
13,5,Indiranagar 100ft Road,130,38.7,0.0,1,0,Cloudy,Low
11,5,Hebbal Flyover,251,31.57,29.62,1,0,Heavy Rain,Low
8,3,Whitefield Main Road,734,22.99,48.37,0,0,Heavy Rain,Medium
22,1,Hebbal Flyover,266,37.34,0.0,0,0,Cloudy,Low
21,6,Bannerghatta Road,258,37.42,0.0,1,0,Cloudy,Low
22,3,Indiranagar 100ft Road,187,38.13,0.0,0,0,Cloudy,Low
6,4,Electronic City Flyover,153,38.47,0.0,1,0,Clear,Low
8,0,Whitefield Main Road,401,33.81,10.9,1,0,Rainy,Low
1,5,Hebbal Flyover,161,38.39,0.0,1,0,Cloudy,Low
5,6,Indiranagar 100ft Road,146,38.54,0.0,1,0,Cloudy,Low
10,4,Bannerghatta Road,560,34.4,0.0,0,0,Cloudy,Low
12,0,Electronic City Flyover,148,38.52,0.0,1,0,Clear,Low
5,0,Whitefield Main Road,330,21.7,0.0,0,1,Clear,Medium
19,1,Outer Ring Road,459,35.41,0.0,0,0,Clear,Low
16,0,Bannerghatta Road,253,37.47,0.0,0,0,Clear,Low
14,1,MG Road,219,30.1,38.57,0,0,Heavy Rain,Low
23,5,Bannerghatta Road,158,31.31,35.56,1,0,Heavy Rain,Low
8,6,MG Road,392,36.08,0.0,1,0,Clear,Low
2,1,Sarjapur Road,195,38.05,0.0,0,0,Clear,Low
18,2,Silk Board Junction,670,33.3,0.0,0,0,Cloudy,Low
2,5,Bannerghatta Road,103,38.97,0.0,1,0,Clear,Low
3,6,Electronic City Flyover,179,36.68,7.64,1,0,Rainy,Low
18,2,Silk Board Junction,407,35.93,0.0,0,0,Clear,Low
21,3,Hebbal Flyover,463,35.37,0.0,0,0,Clear,Low
23,0,Brigade Road,248,37.52,0.0,0,0,Cloudy,Low
7,4,Brigade Road,255,37.45,0.0,0,0,Clear,Low
12,0,Hebbal Flyover,174,35.82,12.18,0,0,Rainy,Low
15,4,Bannerghatta Road,170,38.3,0.0,0,0,Cloudy,Low
